                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.90632,                 1.1531,                 1.1087,                0.79289,                    0.8,                0.85382,                0.58501,                 1.2739,                 1.7357,                 1.6778,                0.00083,                0.00083,                0.00083
                     68,                 0.9103,                 1.2147,                 1.0712,                0.79289,                    0.8,                0.85382,                0.58501,                 1.2739,                 1.7357,                 1.6778,               0.000812,               0.000812,               0.000812
                     69,                0.93861,                 1.2292,                 1.0425,                0.76535,                    0.8,                0.82167,                0.53372,                 1.3086,                 1.5736,                 1.6764,               0.000794,               0.000794,               0.000794
                     70,                 0.8682,                 1.0977,                 1.0156,                0.78336,                0.73342,                0.82643,                 0.5366,                 1.2286,                 1.6648,                 1.6198,               0.000776,               0.000776,               0.000776
                     71,                 1.0197,                 1.2453,                 1.0661,                      1,                 0.5853,                0.79976,                0.51438,                 1.2182,                 1.6412,                 1.6163,               0.000758,               0.000758,               0.000758
                     72,                0.83508,                 1.1509,                 1.0241,                0.98887,                    0.6,                0.79976,                 0.5392,                 1.1637,                 1.4949,                  1.549,                0.00074,                0.00074,                0.00074
                     73,                0.80684,                 1.0119,                 1.0146,                0.98887,                    0.6,                0.79976,                 0.5392,                 1.1637,                 1.4949,                  1.549,               0.000722,               0.000722,               0.000722
                     74,                0.86356,                 1.0976,                 1.0313,                0.97188,                    0.8,                0.87833,                0.57942,                 1.2058,                 1.4226,                 1.5645,               0.000704,               0.000704,               0.000704
                     75,                0.85422,                 1.0547,                 1.0024,                 0.7933,                    0.8,                0.87833,                0.53444,                 1.2562,                 1.4885,                 1.5581,               0.000686,               0.000686,               0.000686
                     76,                 1.0061,                 1.3231,                 1.1336,                0.68658,                    0.8,                0.81382,                0.54556,                 1.2866,                 1.5751,                  1.588,               0.000668,               0.000668,               0.000668
                     77,                0.90524,                 1.1518,                 1.0464,                 0.9622,                    0.8,                0.84045,                0.54972,                 1.2235,                 1.7273,                 1.5331,                0.00065,                0.00065,                0.00065
                     78,                0.83217,                 1.0937,                 1.0239,                0.92284,                    0.8,                0.83346,                0.48948,                 1.1505,                 1.7477,                 1.4885,               0.000632,               0.000632,               0.000632
                     79,                0.85449,                 1.1798,                 1.0889,                0.92284,                    0.8,                0.83346,                0.48948,                 1.1505,                 1.7477,                 1.4885,               0.000614,               0.000614,               0.000614
                     80,                0.82254,                 1.0976,                 1.0568,                0.89169,                    0.8,                0.83848,                0.49249,                 1.1532,                 1.8905,                 1.4901,               0.000596,               0.000596,               0.000596
                     81,                0.79024,                 1.0196,                  0.989,                0.95228,                    0.8,                0.85382,                0.53163,                 1.2329,                 1.8308,                 1.5384,               0.000578,               0.000578,               0.000578
                     82,                0.87949,                 1.1679,                  1.108,                  0.994,                    0.8,                0.86167,                0.48022,                 1.2962,                 1.5167,                 1.5327,                0.00056,                0.00056,                0.00056
                     83,                 0.7813,                 1.0004,                 1.0125,                      1,                0.77857,                0.87192,                 0.5199,                 1.3288,                 1.4405,                 1.4992,               0.000542,               0.000542,               0.000542
                     84,                0.79438,                0.99904,                0.98946,                      1,                0.77857,                0.87192,                 0.5199,                 1.3288,                 1.4405,                 1.4992,               0.000524,               0.000524,               0.000524
                     85,                0.81721,                  1.142,                 1.0047,                0.78936,                0.75742,                0.84591,                0.47245,                 1.3509,                 1.4386,                 1.5023,               0.000506,               0.000506,               0.000506
                     86,                0.77759,                 1.0611,                 1.0183,                0.79789,                0.79157,                0.84591,                0.49293,                 1.3734,                 1.4581,                 1.5283,               0.000488,               0.000488,               0.000488
                     87,                0.77049,                 1.0495,                 1.0066,                      1,                0.58576,                0.82833,                0.50518,                 1.3807,                 1.4722,                 1.5501,                0.00047,                0.00047,                0.00047
                     88,                 0.8773,                 1.1462,                 1.1126,                0.97842,                    0.6,                 0.8204,                 0.5193,                 1.3258,                 1.3882,                 1.5317,               0.000452,               0.000452,               0.000452
                     89,                0.88821,                 1.1468,                  1.105,                0.97842,                    0.6,                 0.8204,                 0.5193,                 1.3258,                 1.3882,                 1.5317,               0.000434,               0.000434,               0.000434
                     90,                0.70067,                0.90503,                 0.9598,                0.98085,                    0.6,                 0.8204,                0.52829,                 1.2744,                 1.3768,                 1.5305,               0.000416,               0.000416,               0.000416
                     91,                0.74854,                 1.0512,                0.98807,                0.97417,                    0.6,                0.83944,                0.56427,                 1.2361,                 1.3781,                 1.5103,               0.000398,               0.000398,               0.000398
                     92,                0.71354,                0.92849,                0.95516,                 0.6608,                 0.7824,                0.80526,                0.51551,                 1.2074,                 1.3857,                 1.4965,                0.00038,                0.00038,                0.00038
                     93,                0.76544,                 1.0693,                 1.0249,                0.66165,                0.78496,                0.79083,                0.51601,                 1.2649,                 1.5359,                 1.5126,               0.000362,               0.000362,               0.000362
                     94,                0.75388,                 1.0091,                0.98371,                0.65686,                0.77059,                0.73716,                0.43103,                 1.2667,                 1.7428,                 1.5105,               0.000344,               0.000344,               0.000344
